,TFT8_Alistar,TFT8_Annie,TFT8_Aphelios,TFT8_Ashe,TFT8_AurelionSol,TFT8_BelVeth,TFT8_Blitzcrank,TFT8_Camille,TFT8_Chogath,TFT8_Draven,TFT8_Ekko,TFT8_Ezreal,TFT8_Fiddlesticks,TFT8_Fiora,TFT8_Galio,TFT8_Gangplank,TFT8_Janna,TFT8_Jax,TFT8_Jinx,TFT8_Kaisa,TFT8_Kayle,TFT8_Leblanc,TFT8_LeeSin,TFT8_Leona,TFT8_Lulu,TFT8_Lux,TFT8_Malphite,TFT8_MissFortune,TFT8_Mordekaiser,TFT8_Nasus,TFT8_Nilah,TFT8_Nunu,TFT8_Poppy,TFT8_Rammus,TFT8_Rell,TFT8_Renekton,TFT8_Riven,TFT8_Samira,TFT8_Sejuani,TFT8_Senna,TFT8_Sett,TFT8_Sivir,TFT8_Sona,TFT8_Soraka,TFT8_Sylas,TFT8_Syndra,TFT8_Taliyah,TFT8_Talon,TFT8_Urgot,TFT8_Vayne,TFT8_Velkoz,TFT8_Vi,TFT8_Viego,TFT8_WuKong,TFT8_Yasuo,TFT8_Yuumi,TFT8_Zac,TFT8_Zed,TFT8_Zoe
TFT_Item_SpearOfShojin,0.004283674440742504,0.0012576638893255778,0.0340599455040872,,0.20214521452145215,0.0031124944419742106,0.0028328611898017,0.0005675368898978433,0.009250243427458617,,0.005843590699987567,0.06628940986257073,0.004387445156935539,0.006659267480577136,0.0019023462270133164,0.011968633924886504,0.07586206896551724,0.0004926917392018393,0.05642633228840126,0.027576853526220614,,0.0886904761904762,0.009526644834772254,0.009238451935081148,0.08173076923076923,0.05519480519480519,0.0033003300330033004,0.22831230283911672,0.01674364896073903,0.006300114547537228,0.004415524052986289,0.004173187271778821,0.0064516129032258064,0.0035098915124441607,,0.0008025682182985554,0.003069367710251688,0.0025307912940779483,0.005945945945945946,0.008306709265175719,0.001948051948051948,0.018161180476730987,0.06086956521739131,0.08314350797266515,,0.17095890410958905,0.2015084440072143,0.008375209380234505,0.04414335664335664,0.00830860534124629,0.19758412424503882,0.0034129692832764505,0.00422102839600921,,0.013078000934142924,0.05576997298340409,0.0044753853804077575,0.0008570449091532396,0.019550748752079867
TFT_Item_InfinityEdge,0.005235602094240838,0.0015720798616569722,0.0784741144414169,0.05181818181818182,0.011963696369636964,0.05558025789239662,,0.19125993189557322,0.005842259006815969,0.20945945945945946,0.004973268680840482,0.012126111560226353,0.014849814377320284,0.016648168701442843,0.0028535193405199747,0.018159306644655385,0.0034482758620689655,0.013138446378715717,0.009404388714733543,0.022603978300180832,0.1006896551724138,0.022023809523809525,0.0056564453706460256,0.006491885143570537,0.01201923076923077,,0.0033003300330033004,0.014195583596214511,0.01558891454965358,0.03436426116838488,0.0030211480362537764,0.007303077725612937,0.012903225806451613,0.001595405232929164,0.0017152658662092624,0.008025682182985553,0.0040924902803355845,0.1275518812215286,0.0023783783783783785,0.10543130990415335,0.00974025974025974,0.049943246311010214,0.016,0.016799544419134397,0.0041841004184100415,0.002191780821917808,0.01295294310542712,0.02680067001675042,0.030594405594405596,0.10247279920870425,0.011647972389991372,0.003981797497155859,0.011128165771297006,,0.022419430172816442,0.010999614048629872,0.000994530084535057,0.06924922865958176,0.006031613976705491
TFT8_Item_Bloodthirster_GenAE,0.0011899095668729176,0.0059739034742964945,0.00027247956403269756,,,,,,,,0.0031082929255253017,,0.0013499831252109348,,0.0003170577045022194,,,,,,,0.003869047619047619,0.00029770765108663293,0.0012484394506866417,0.002403846153846154,,,,,,,0.011215440792905582,,0.0003190810465858328,,,0.0002046245140167792,,0.00021621621621621621,,,,0.0020869565217391303,0.0011389521640091116,,0.001095890410958904,0.0003279226102639777,0.0016750418760469012,0.0013111888111888112,,,,0.0003837298541826554,,,,0.0004972650422675286,0.00017140898183064793,0.0016638935108153079
TFT8_Item_StarGuardianEmblemItem,0.004997620180866254,0.0031441597233139444,,,0.0028877887788778876,,0.0009442870632672333,,0.0014605647517039922,,,0.0032336297493936943,0.0006749915626054674,0.0011098779134295228,0.0003170577045022194,0.0012381345439537762,0.028965517241379312,,0.006269592476489028,,,0.003869047619047619,0.0014885382554331646,0.00149812734082397,0.002403846153846154,,0.00030003000300030005,0.0031545741324921135,0.004618937644341801,0.001145475372279496,,0.005738132498695879,0.012903225806451613,0.0003190810465858328,,,0.0024554941682013503,,0.0006486486486486486,,0.0006493506493506494,0.0011350737797956867,0.02052173913043478,0.0028473804100227792,,,,,0.0034965034965034965,0.002176063303659743,0.0025884383088869713,0.0002844141069397042,0.0003837298541826554,0.009216589861751152,0.0009341429238673517,,0.0014917951268025858,,0.0010399334442595673
TFT5_Item_RedemptionRadiant,0.00023798191337458352,,0.00027247956403269756,,,,,,,,,,,,0.0006341154090044388,,,,,,,,,,,,0.00030003000300030005,,,,0.00023239600278875203,0.0002608242044861763,,,,,0.0006138735420503376,,0.0003243243243243243,,0.0006493506493506494,,,,,,,,,,,,,,,,,,
TFT8_Item_HackerEmblemItem,0.0011899095668729176,0.0007860399308284861,0.0010899182561307902,,0.0008250825082508251,0.0013339261894175188,0.0028328611898017,0.004540295119182747,0.0024342745861733205,,0.0017406440382941688,0.0008084074373484236,0.004724940938238272,0.008879023307436182,0.0006341154090044388,0.0012381345439537762,0.000689655172413793,0.00032846115946789294,,0.0002260397830018083,0.001379310344827586,,,0.0022471910112359553,0.004807692307692308,,,0.0007886435331230284,0.0040415704387990765,0.000572737686139748,0.0025563560306762724,0.0036515388628064684,,0.0006381620931716656,,0.0008025682182985554,0.0004092490280335584,0.00016871941960519654,0.0011891891891891893,0.0006389776357827476,0.0006493506493506494,,0.002434782608695652,0.0035592255125284737,0.0041841004184100415,0.001095890410958904,0.0006558452205279554,0.005025125628140704,0.00043706293706293706,0.005736894164193867,0.0012942191544434857,0.0017064846416382253,0.005372217958557176,,0.0135450723960766,0.0009648784253184099,0.0004972650422675286,,
TFT5_Item_ThiefsGlovesRadiant,0.00023798191337458352,,0.0010899182561307902,,,0.0022232103156958646,0.0009442870632672333,,,,0.0006216585851050603,,0.0013499831252109348,,,0.0008254230293025176,,,,0.0002260397830018083,,0.0005952380952380953,0.0005954153021732659,0.0017478152309612985,,,0.00030003000300030005,0.0003943217665615142,,,0.00023239600278875203,0.0018257694314032342,,0.0003190810465858328,,,0.0002046245140167792,0.00016871941960519654,,,,,0.00034782608695652176,,,,0.00016396130513198886,0.0033500837520938024,0.00043706293706293706,0.00019782393669634025,,,,,0.00046707146193367583,,,,0.00020798668885191348
TFT_Item_TitansResolve,0.010947168015230843,0.05486558717182833,0.011444141689373298,0.0018181818181818182,0.0033003300330033004,0.07158737216540685,0.0066100094428706326,0.23779795686719638,0.028237585199610515,0.13378378378378378,0.02412035310207634,0.002425222312045271,0.02733715828552143,0.04439511653718091,0.05802155992390615,0.0330169211721007,0.004827586206896552,0.09788142552143209,0.003134796238244514,0.005198915009041591,0.004137931034482759,0.004464285714285714,0.01637392080976481,0.03495630461922597,0.002403846153846154,,0.039903990399039906,0.005520504731861199,0.04387990762124711,0.07903780068728522,0.027887520334650244,0.03103808033385498,0.03870967741935484,0.024569240587109124,0.017152658662092625,0.015248796147672551,0.03110292613055044,0.009617006917496203,0.010162162162162163,0.005750798722044728,0.06298701298701298,0.0056753688989784334,0.001391304347826087,0.003701594533029613,0.03347280334728033,0.0032876712328767125,0.001147729135923922,0.021775544388609715,0.022290209790209792,0.00751730959446093,0.0008628127696289905,0.026734926052332197,0.07597851112816577,0.10138248847926268,0.0733302195235871,0.00038595137012736397,0.013426156141223273,0.044052108330476514,0.0012479201331114808
TFT5_Item_JeweledGauntletRadiant,0.00023798191337458352,,0.00027247956403269756,,,0.00044464206313917296,,,,,,,0.0003374957813027337,,,,,0.0006569223189357859,,0.0004520795660036166,,0.00029761904761904765,,0.00024968789013732833,,,,0.0007886435331230284,,,,0.0002608242044861763,,,,,,,,,,,0.00034782608695652176,0.00014236902050113895,,,0.0008198065256599442,,,,,,0.0015349194167306216,,0.00046707146193367583,0.0005789270551910459,,,0.00020798668885191348
TFT5_Item_GiantSlayerRadiant,,,0.0010899182561307902,0.0009090909090909091,0.0008250825082508251,0.0013339261894175188,,0.0005675368898978433,,,,0.0008084074373484236,0.0006749915626054674,,,0.0004127115146512588,,0.00032846115946789294,,0.0004520795660036166,,,,,0.002403846153846154,,,,,,,0.0005216484089723526,,0.0003190810465858328,,,,0.0010123165176311793,,,,,0.00034782608695652176,0.0005694760820045558,,,0.0006558452205279554,,,,0.0004314063848144953,,,,,0.0007719027402547279,,0.00017140898183064793,0.00041597337770382697
TFT5_Item_MorellonomiconRadiant,,,,,,0.00044464206313917296,,,,,,,0.0003374957813027337,,,0.0004127115146512588,,,,,,,,,,,,,,,,0.0002608242044861763,,,,,,,0.00043243243243243243,,,,,,,,,,0.00043706293706293706,,,,,,,,,,0.0006239600665557404
TFT5_Item_LocketOfTheIronSolariRadiant,0.00047596382674916705,,,,,,,,,,0.0002486634340420241,,,0.0011098779134295228,,,,,,,,,0.00029770765108663293,0.00024968789013732833,0.002403846153846154,,0.00030003000300030005,0.0003943217665615142,,,,0.0005216484089723526,,,,,0.0002046245140167792,,0.0003243243243243243,,,,0.00034782608695652176,,,,,,,,,0.0011376564277588168,,0.004608294930875576,0.00046707146193367583,,0.0004972650422675286,,
TFT8_Item_AceEmblemItem,0.00023798191337458352,,0.007356948228882834,,0.0024752475247524753,0.0013339261894175188,,0.0005675368898978433,0.0004868549172346641,,0.00012433171702101205,0.0008084074373484236,0.004387445156935539,0.0022197558268590455,0.0003170577045022194,0.0004127115146512588,0.000689655172413793,0.0004926917392018393,,,0.001379310344827586,0.0011904761904761906,0.00029770765108663293,,,,0.00030003000300030005,,,,,0.0018257694314032342,,,,,0.0006138735420503376,,0.00010810810810810811,0.0019169329073482429,0.003896103896103896,0.0056753688989784334,0.0006956521739130435,0.0005694760820045558,,,0.0008198065256599442,0.0016750418760469012,0.0021853146853146855,0.0013847675568743817,0.0008628127696289905,0.0005688282138794084,0.0011511895625479663,,0.00046707146193367583,,,0.0005142269454919438,0.0006239600665557404
TFT8_Item_Shroud_GenAE,0.005949547834364588,0.0031441597233139444,,,,,,,,,0.0029839612085042896,,0.0003374957813027337,,0.0003170577045022194,0.0004127115146512588,0.0034482758620689655,,0.003134796238244514,,,0.002380952380952381,,0.0004993757802746567,0.02403846153846154,0.006493506493506494,,,,0.001145475372279496,,0.0018257694314032342,0.012903225806451613,,0.003430531732418525,,,,,,0.0006493506493506494,,0.002782608695652174,0.0005694760820045558,,0.002191780821917808,0.0004918839153959665,0.0016750418760469012,0.0013111888111888112,,,,,,,0.0011578541103820917,0.0004972650422675286,,0.0027038269550748754
TFT8_Item_HeartEmblemItem,0.008567348881485007,0.0031441597233139444,0.0005449591280653951,,0.0028877887788778876,0.00044464206313917296,0.009442870632672332,0.0011350737797956867,0.0024342745861733205,,0.005594927265945543,0.0064672594987873885,0.0020249746878164025,0.0011098779134295228,0.006024096385542169,0.03095336359884441,0.02,,,0.0024864376130198916,,0.02738095238095238,,0.0022471910112359553,,0.07142857142857142,0.0093009300930093,,0.0011547344110854503,0.021764032073310423,0.0016267720195212642,0.007042253521126761,0.0064516129032258064,0.0003190810465858328,0.005145797598627788,0.0016051364365971107,0.0032739922242684674,,0.0009729729729729729,,,0.007945516458569807,,,,,0.0055746843744876205,,0.0034965034965034965,0.0013847675568743817,0.0025884383088869713,0.007679180887372013,0.0003837298541826554,,0.00046707146193367583,,0.002486325211337643,,0.0987936772046589
TFT_Item_Quicksilver,0.004283674440742504,0.004244615626473825,0.016893732970027248,0.008181818181818182,0.0049504950495049506,0.01823032458870609,0.0009442870632672333,0.0056753688989784334,0.009250243427458617,0.014864864864864866,0.006092254134029591,0.002425222312045271,0.004387445156935539,0.018867924528301886,0.0050729232720355105,0.006603384234420141,0.009655172413793104,0.11660371161110199,,0.012432188065099457,0.022068965517241378,0.004761904761904762,0.008038106579339089,0.008489388264669164,0.002403846153846154,0.006493506493506494,0.0054005400540054005,0.008675078864353312,0.007505773672055427,0.016609392898052692,0.005112712061352545,0.008868022952529996,,0.0035098915124441607,0.00686106346483705,0.0032102728731942215,0.006138735420503376,0.010123165176311793,0.0065945945945945945,0.009584664536741214,0.0025974025974025974,0.01362088535754824,0.0052173913043478265,0.004840546697038725,,0.014794520547945205,0.0037711100180357437,0.020100502512562814,0.019230769230769232,0.016419386745796242,0.004745470232959448,0.004550625711035267,0.0049884881043745204,,0.028958430639887903,0.001350829795445774,0.004972650422675286,0.02228316763798423,0.0018718801996672214
TFT_Item_Deathblade,0.003569728700618753,0.0006288319446627889,0.05040871934604905,0.12090909090909091,0.0008250825082508251,0.041351711871943087,0.0009442870632672333,0.030079455164585697,0.007302823758519961,0.01756756756756757,0.004724605246798458,,0.0026999662504218697,0.011098779134295227,0.0022194039315155357,0.003714403631861329,0.0020689655172413794,0.0019707669568073574,,0.002034358047016275,0.09241379310344827,0.0026785714285714286,0.00506103006847276,0.004244694132334582,,,0.0039003900390039005,0.0007886435331230284,0.005196304849884526,0.02004581901489118,0.004183128050197537,0.004434011476264998,0.0064516129032258064,0.0019144862795149968,0.003430531732418525,0.0032102728731942215,0.004706363822385922,0.07761093301839042,0.0015135135135135136,0.08306709265175719,0.003896103896103896,0.0510783200908059,0.0034782608695652175,0.0007118451025056948,,0.0038356164383561643,0.0004918839153959665,0.005025125628140704,0.024912587412587412,0.058358061325420374,0.0021570319240724763,0.005119453924914676,0.0011511895625479663,0.009216589861751152,0.008407286314806165,0.0005789270551910459,0.003978120338140228,0.04370929036681522,0.0008319467554076539
TFT_Item_RapidFireCannon,0.004997620180866254,0.0009432479169941833,0.01335149863760218,0.004545454545454545,0.0049504950495049506,0.024899955535793685,0.0009442870632672333,0.0005675368898978433,0.004381694255111977,0.002702702702702703,0.0034812880765883376,0.002425222312045271,0.002362470469119136,0.006659267480577136,0.0022194039315155357,0.018572018159306643,0.009655172413793104,0.06946953522745936,0.009404388714733543,0.005877034358047016,0.005517241379310344,0.008630952380952382,0.003572491813039595,0.010486891385767791,,0.00974025974025974,0.003000300030003,0.003943217665615142,0.01212471131639723,0.030927835051546393,0.0020915640250987683,0.007303077725612937,0.0064516129032258064,0.0022335673261008296,0.0017152658662092624,0.004815409309791332,0.003887865766318805,0.004217985490129914,0.003135135135135135,0.0044728434504792336,0.0012987012987012987,0.0056753688989784334,0.004521739130434782,0.005979498861047836,,0.020821917808219178,0.0014756517461878996,0.018425460636515914,0.018356643356643356,0.009891196834817012,0.00819672131147541,0.0034129692832764505,0.0030698388334612432,,0.011209715086408221,0.008104978772674644,0.001989060169070114,0.010113129928008228,0.0016638935108153079
TFT5_Item_ZekesHeraldRadiant,,,0.0008174386920980927,0.0009090909090909091,0.00041254125412541255,0.00044464206313917296,,,,,,0.0008084074373484236,,,,0.0008254230293025176,0.000689655172413793,,,0.0002260397830018083,,0.00029761904761904765,0.0011908306043465317,,,0.003246753246753247,,0.0003943217665615142,,,,,,,,0.0016051364365971107,0.0002046245140167792,,0.00010810810810810811,0.0025559105431309905,,0.0011350737797956867,0.00034782608695652176,0.00042710706150341686,,,,,0.00043706293706293706,0.0005934718100890207,0.0004314063848144953,,0.0003837298541826554,,0.0009341429238673517,0.00019297568506368199,,0.00017140898183064793,
TFT8_Item_GenAEEmblemItem,0.0038077106139933364,,0.00027247956403269756,,,,0.0009442870632672333,,,,0.001864975755315181,,0.0010124873439082012,,0.0006341154090044388,,0.000689655172413793,,,,,,0.00029770765108663293,0.0004993757802746567,,,0.0006000600060006001,,,0.000572737686139748,,,,,0.0017152658662092624,,,,0.00043243243243243243,0.0006389776357827476,,,0.001391304347826087,,,,,,,,,,,,0.00046707146193367583,0.00038595137012736397,,,
TFT_Item_RunaansHurricane,0.004997620180866254,0.0011004559031598806,0.06103542234332425,0.10181818181818182,,0.07469986660738105,0.0009442870632672333,0.0073779795686719635,0.006329113924050633,0.013513513513513514,0.005594927265945543,0.002425222312045271,0.006074924063449207,0.018867924528301886,0.0006341154090044388,0.008254230293025175,0.009655172413793104,0.004434225652816554,0.003134796238244514,0.0024864376130198916,0.06758620689655172,0.007142857142857143,0.007740398928252456,0.003995006242197253,0.004807692307692308,,0.0033003300330033004,0.0027602523659305996,0.006928406466512702,0.022336769759450172,0.004415524052986289,0.004694835680751174,,0.0019144862795149968,0.005145797598627788,0.008025682182985553,0.005320237364436259,0.10679939261008942,0.0029189189189189188,0.061980830670926516,0.0012987012987012987,0.049943246311010214,0.004869565217391304,0.002989749430523918,0.008368200836820083,0.007671232876712329,0.0008198065256599442,0.0033500837520938024,0.027972027972027972,0.08506429277942631,0.003451251078515962,0.004550625711035267,0.0011511895625479663,,0.007940214852872489,0.0005789270551910459,0.0034808552958727,0.15066849502913954,0.0022878535773710484
TFT_Item_TitanicHydra,0.11351737267967635,0.054551171199496935,0.002452316076294278,,0.00041254125412541255,0.0017785682525566918,0.06515580736543909,0.003972758229284903,0.019961051606621226,,0.044262091259480295,0.0008084074373484236,0.011137360782990213,0.03773584905660377,0.02187698161065314,0.014857614527445316,0.004827586206896552,0.0004926917392018393,0.03134796238244514,0.0002260397830018083,,0.0020833333333333333,0.034831795177136055,0.007990012484394507,,0.016233766233766232,0.043504350435043505,0.0007886435331230284,0.006928406466512702,0.021764032073310423,0.018824076225888914,0.004694835680751174,0.07741935483870968,0.018187619655392468,0.09090909090909091,0.02247191011235955,0.016369961121342338,0.00016871941960519654,0.02508108108108108,0.0012779552715654952,0.006493506493506494,0.0022701475595913734,0.002782608695652174,0.0002847380410022779,0.07112970711297072,0.002191780821917808,0.0003279226102639777,0.018425460636515914,0.003933566433566434,0.002373887240356083,0.0008628127696289905,0.047212741751990896,0.0023023791250959325,0.027649769585253458,0.008407286314806165,0.00038595137012736397,0.058677274987568376,0.00034281796366129587,0.0024958402662229617
TFT_Item_Chalice,0.008329366968110423,0.002672535764816853,0.004359673024523161,0.0009090909090909091,0.013613861386138614,0.0017785682525566918,0.0056657223796034,0.00170261066969353,0.007789678675754625,,0.0073355713042397115,0.021018593371059015,0.010462369220384746,0.011098779134295227,0.0031705770450221942,0.04333470903838217,0.08551724137931034,0.0016423057973394646,0.05329153605015674,0.0045207956600361665,0.011034482758620689,0.01636904761904762,0.024114319738017267,0.006741573033707865,0.019230769230769232,0.1590909090909091,0.004500450045004501,0.00749211356466877,0.004618937644341801,0.009163802978235968,0.009760632117127585,0.007563901930099113,,0.0022335673261008296,0.00686106346483705,0.0040128410914927765,0.011868221812973194,0.0013497553568415724,0.005297297297297297,0.007028753993610224,0.003246753246753247,0.0170261066969353,0.049043478260869564,0.008399772209567198,0.0041841004184100415,0.0663013698630137,0.004918839153959666,0.04690117252931323,0.009615384615384616,0.006726013847675569,0.015962036238136326,0.011092150170648464,0.0015349194167306216,0.018433179723502304,0.006539000467071462,0.011192589733693555,0.0044753853804077575,0.0006856359273225917,0.005407653910149751
TFT5_Item_BlueBuffRadiant,,,0.00027247956403269756,,0.00041254125412541255,,,,,,,0.0008084074373484236,,,,0.0008254230293025176,,,,0.0002260397830018083,,,,,,,,0.0003943217665615142,,,,0.0002608242044861763,,,,,,,,,,,0.001391304347826087,0.0007118451025056948,,,0.0003279226102639777,,,,0.0004314063848144953,,,,,0.0005789270551910459,,,0.0008319467554076539
TFT5_Item_BloodthirsterRadiant,,,,,,0.0008892841262783459,,,,,,,,,,,,0.0004926917392018393,,0.0002260397830018083,,,,,,,,,,0.000572737686139748,,,,,,,,0.00016871941960519654,,,,,,,,,,,0.00043706293706293706,0.0003956478733926805,,0.0002844141069397042,,,,,,0.0005142269454919438,
TFT4_Item_OrnnEternalWinter,0.0028557829604950024,0.005502279515799403,,,,,0.0028328611898017,,0.0019474196689386564,,0.0039786149446723856,0.0008084074373484236,0.0013499831252109348,0.0022197558268590455,0.0022194039315155357,0.0004127115146512588,,,,,,,0.0014885382554331646,0.0024968789013732834,,,0.0024002400240024004,,,0.001145475372279496,0.0025563560306762724,0.000782472613458529,,0.005424377791959157,0.005145797598627788,0.002407704654895666,0.0020462451401677922,,0.0041081081081081085,,0.005844155844155844,,,,,,,,,,,0.007963594994311717,,,0.0009341429238673517,,0.0044753853804077575,0.00017140898183064793,
TFT_Item_Redemption,0.047596382674916705,0.03851595661059582,0.0021798365122615805,0.0009090909090909091,0.0024752475247524753,0.0008892841262783459,0.10009442870632672,0.00340522133938706,0.06037000973709834,,0.04600273529777446,0.002425222312045271,0.012487343908201148,0.051054384017758046,0.08623969562460368,0.00990507635163021,0.06551724137931035,0.002463458696009197,0.003134796238244514,0.000678119349005425,0.002758620689655172,0.002380952380952381,0.06311402203036617,0.06317103620474407,0.004807692307692308,,0.06930693069306931,0.0007886435331230284,0.024826789838337183,0.03379152348224513,0.08854287706251453,0.027125717266562335,0.025806451612903226,0.08104658583280153,0.051457975986277875,0.13242375601926162,0.11499897687742991,0.0003374388392103931,0.1038918918918919,0.0019169329073482429,0.1525974025974026,0.00681044267877412,0.006608695652173913,0.0012813211845102506,0.08368200836820083,0.0032876712328767125,0.00016396130513198886,0.0033500837520938024,0.008741258741258742,0.0011869436201780415,0.0012942191544434857,0.07707622298065984,0.0061396776669224865,0.018433179723502304,0.0135450723960766,0.00038595137012736397,0.0626553953257086,0.0008570449091532396,0.0020798668885191347
TFT_Item_DragonsClaw,0.03807710613993336,0.06869988995440969,0.0010899182561307902,,0.0024752475247524753,0.0026678523788350376,0.04343720491029273,0.003972758229284903,0.0934761441090555,,0.05308964316797215,0.0008084074373484236,0.014849814377320284,0.03107658157602664,0.0637285986049461,0.006603384234420141,0.004827586206896552,0.006076531450156019,0.003134796238244514,0.0004520795660036166,,0.0017857142857142857,0.030961595713009823,0.05518102372034956,0.002403846153846154,0.003246753246753247,0.06480648064806481,0.0027602523659305996,0.018475750577367205,0.0286368843069874,0.060190564722286774,0.03495044340114763,0.05161290322580645,0.07594128908742821,0.03773584905660377,0.0593900481540931,0.0560671168405975,0.00016871941960519654,0.05891891891891892,0.003194888178913738,0.08181818181818182,,0.0017391304347826088,0.0014236902050113896,0.016736401673640166,0.0027397260273972603,0.00016396130513198886,0.010050251256281407,0.010052447552447552,0.0011869436201780415,0.0008628127696289905,0.04664391353811149,0.001918649270913277,0.013824884792626729,0.011676786548341896,,0.05619094977623073,0.0015426808364758314,0.0006239600665557404
TFT_Item_IonicSpark,0.05259400285578296,0.13221191636535137,0.0013623978201634877,,0.0012376237623762376,0.0022232103156958646,0.06326723323890462,0.00510783200908059,0.07935735150925025,,0.07372870819346015,0.0008084074373484236,0.10091123860951738,0.03995560488346282,0.13696892834495877,0.025588113908378042,0.000689655172413793,0.003120381014944983,,0.0002260397830018083,,0.0026785714285714286,0.052396546591247393,0.03920099875156055,,,0.08280828082808281,0.0003943217665615142,0.03926096997690531,0.045819014891179836,0.060887752730653034,0.08737610850286906,0.06451612903225806,0.07721761327377154,0.07204116638078903,0.045746388443017656,0.09617352158788622,0.0003374388392103931,0.054162162162162165,0.0025559105431309905,0.03116883116883117,,0.002434782608695652,0.0017084282460136675,0.06694560669456066,0.0027397260273972603,0.0004918839153959665,0.09212730318257957,0.005244755244755245,0.0013847675568743817,0.0021570319240724763,0.06626848691695109,0.12279355333844973,0.03686635944700461,0.025221858944418495,0.00019297568506368199,0.048731974142217804,0.0017140898183064792,0.0006239600665557404
TFT5_Item_DragonsClawRadiant,0.00023798191337458352,0.00031441597233139445,,,,,,,0.0004868549172346641,,0.0004973268680840482,,,,,,,0.00016423057973394647,,,,,0.00029770765108663293,0.00024968789013732833,,,,,,,0.00023239600278875203,,,0.0003190810465858328,,,0.0004092490280335584,0.00016871941960519654,0.0007567567567567568,,0.0006493506493506494,,0.00034782608695652176,,,,,0.0016750418760469012,,,,0.0002844141069397042,,,,,,,
TFT_Item_LastWhisper,0.0007139457401237506,,0.09182561307901907,0.2109090909090909,0.0020627062706270625,0.10804802134281903,0.004721435316336166,0.014755959137343927,0.0009737098344693282,0.09324324324324325,0.002237970906378217,0.0016168148746968471,0.0026999662504218697,0.00776914539400666,0.0009511731135066582,0.005365249690466364,0.0020689655172413794,0.0026276892757431435,0.01567398119122257,0.0024864376130198916,0.12551724137931033,0.003869047619047619,0.0020839535576064306,0.0022471910112359553,0.009615384615384616,,0.0015001500150015,0.0015772870662460567,0.0023094688221709007,0.0143184421534937,0.0011619800139437602,0.002347417840375587,,0.0006381620931716656,,0.0016051364365971107,0.003069367710251688,0.21191159102412688,0.001081081081081081,0.1718849840255591,0.001948051948051948,0.12485811577752554,0.0020869565217391303,0.0014236902050113896,0.0041841004184100415,0.004383561643835616,0.0003279226102639777,0.006700167504187605,0.03365384615384615,0.0904055390702275,0.001725625539257981,0.002559726962457338,0.0003837298541826554,,0.006539000467071462,0.0017367811655731378,0.0014917951268025858,0.10421666095303393,0.0016638935108153079
TFT8_Item_DeadeyeEmblemItem,0.00404569252736792,,,0.0009090909090909091,0.0008250825082508251,0.01956425077812361,,,0.0014605647517039922,0.004054054054054054,0.0026109660574412533,0.0008084074373484236,0.0010124873439082012,0.0011098779134295228,0.0019023462270133164,0.0012381345439537762,0.012413793103448275,0.0013138446378715717,,,,,0.0005954153021732659,0.0022471910112359553,0.002403846153846154,,0.00030003000300030005,0.001971608832807571,0.0011547344110854503,,0.00023239600278875203,0.0002608242044861763,0.0064516129032258064,0.0009572431397574984,0.0017152658662092624,,0.0010231225700838961,,0.00010810810810810811,,0.007792207792207792,,0.0006956521739130435,0.00014236902050113895,,0.001095890410958904,,,0.031031468531468532,0.001582591493570722,0.006902502157031924,0.008532423208191127,,,0.0009341429238673517,0.00038595137012736397,0.0034808552958727,0.0023997257456290708,
TFT_Item_MadredsBloodrazor,0.004997620180866254,0.0009432479169941833,0.10681198910081743,0.1509090909090909,0.1018976897689769,0.08848377056469542,0.0018885741265344666,0.048240635641316684,0.009250243427458617,0.09594594594594595,0.004600273529777446,0.15117219078415522,0.057036787040162,0.017758046614872364,0.0025364616360177552,0.03177878662814693,0.007586206896551724,0.03990803087534899,0.02821316614420063,0.13924050632911392,0.13241379310344828,0.09196428571428572,0.004167907115212861,0.014731585518102372,0.0889423076923077,0.032467532467532464,0.006900690069006901,0.12026813880126183,0.05023094688221709,0.024627720504009163,0.004880316058563793,0.0297339593114241,0.0064516129032258064,0.004148053605615826,0.005145797598627788,0.004815409309791332,0.006752608962553714,0.15555930487599123,0.0037837837837837837,0.11437699680511182,0.005194805194805195,0.08286038592508513,0.08104347826086956,0.11119020501138953,0.02510460251046025,0.007671232876712329,0.147073290703394,0.06700167504187604,0.05812937062937063,0.10207715133531158,0.07377049180327869,0.00540386803185438,0.07712970069071373,0.009216589861751152,0.05511443250817375,0.1885372443072173,0.003978120338140228,0.0665066849502914,0.06842762063227953
TFT5_Item_IonicSparkRadiant,0.00023798191337458352,0.0012576638893255778,,,,0.00044464206313917296,,0.0005675368898978433,,,0.0003729951510630362,,0.0003374957813027337,,0.0009511731135066582,0.0004127115146512588,,,,,,0.00029761904761904765,0.00029770765108663293,0.00024968789013732833,,,,,0.0005773672055427252,0.000572737686139748,0.00023239600278875203,,,,,,0.0002046245140167792,,0.00021621621621621621,,,,,,,,,,,,,0.0008532423208191126,,,0.00046707146193367583,,,,
TFT5_Item_SpearOfShojinRadiant,,,,,0.00041254125412541255,,,,,,0.0002486634340420241,0.0016168148746968471,,,,,,,,0.0002260397830018083,,0.00029761904761904765,,,,,,0.0007886435331230284,,,0.00023239600278875203,,,,,,,,,,,,0.0010434782608695651,0.00014236902050113895,,0.000547945205479452,0.000983767830791933,,0.00043706293706293706,,0.0004314063848144953,,,,0.00046707146193367583,0.00019297568506368199,,,
